##Sequence_ID	Hit_Coordinates	NCBI_Taxon_ID	Taxon_Rank	Taxon_Name	Probability_Mass	Markers_Hit
SRR172903.444004 USI-EAS376:2:5:1667:1472 length=75	1.75	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.142881882880143	concat
SRR172903.444004 USI-EAS376:2:5:1667:1472 length=75	1.75	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.142872397354143	concat
SRR172903.444004 USI-EAS376:2:5:1667:1472 length=75	1.75	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.142852175505143	concat
SRR172903.444004 USI-EAS376:2:5:1667:1472 length=75	1.75	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.142848854555143	concat
SRR172903.444004 USI-EAS376:2:5:1667:1472 length=75	1.75	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.142842653160143	concat
SRR172903.444004 USI-EAS376:2:5:1667:1472 length=75	1.75	548475	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH70	0.142842359096143	concat
SRR172903.444004 USI-EAS376:2:5:1667:1472 length=75	1.75	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0714298387245714	concat
SRR172903.444004 USI-EAS376:2:5:1667:1472 length=75	1.75	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0714298387245714	concat
SRR172903.599729 USI-EAS376:2:7:1318:482 length=75	2.73	46170	subspecies	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	0.572079501098	concat
SRR172903.599729 USI-EAS376:2:7:1318:482 length=75	2.73	1280	species	STAPHYLOCOCCUS AUREUS	0.285368264712	concat
SRR172903.599729 USI-EAS376:2:7:1318:482 length=75	2.73	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.14255223419	concat
SRR172903.469680 USI-EAS376:2:6:413:1155 length=75	2.73	1309	species	STREPTOCOCCUS MUTANS	1	concat
SRR172903.845861 USI-EAS376:2:10:1145:12 length=75	1.75	46170	subspecies	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	0.571723578529428	concat
SRR172903.845861 USI-EAS376:2:10:1145:12 length=75	1.75	1280	species	STAPHYLOCOCCUS AUREUS	0.285556173419715	concat
SRR172903.845861 USI-EAS376:2:10:1145:12 length=75	1.75	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.142720248050857	concat
SRR172903.476424 USI-EAS376:2:6:546:1957 length=75	1.75	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.286627899668	concat
SRR172903.476424 USI-EAS376:2:6:546:1957 length=75	1.75	904336	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU118	0.142777244353	concat
SRR172903.476424 USI-EAS376:2:6:546:1957 length=75	1.75	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.142696788324	concat
SRR172903.476424 USI-EAS376:2:6:546:1957 length=75	1.75	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.142677169903	concat
SRR172903.476424 USI-EAS376:2:6:546:1957 length=75	1.75	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.142612409743	concat
SRR172903.476424 USI-EAS376:2:6:546:1957 length=75	1.75	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.142608488009	concat
SRR172903.322777 USI-EAS376:2:4:1017:200 length=75	1.75	46170	subspecies	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	0.550471539533	concat
SRR172903.322777 USI-EAS376:2:4:1017:200 length=75	1.75	1280	species	STAPHYLOCOCCUS AUREUS	0.138221780047	concat
SRR172903.322777 USI-EAS376:2:4:1017:200 length=75	1.75	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.137386569345	concat
SRR172903.322777 USI-EAS376:2:4:1017:200 length=75	1.75	883166	no rank	STAPHYLOCOCCUS SIMULANS ACS 120 V SCH1	0.0869600555375	concat
SRR172903.322777 USI-EAS376:2:4:1017:200 length=75	1.75	1286	species	STAPHYLOCOCCUS SIMULANS	0.0869600555375	concat
SRR172903.329930 USI-EAS376:2:4:1157:401 length=75	2.73	1063	species	RHODOBACTER SPHAEROIDES	0.38812596514451	concat
SRR172903.329930 USI-EAS376:2:4:1157:401 length=75	2.73	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.153018523870122	concat
SRR172903.329930 USI-EAS376:2:4:1157:401 length=75	2.73	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.152968181791122	concat
SRR172903.329930 USI-EAS376:2:4:1157:401 length=75	2.73	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.152958377785122	concat
SRR172903.329930 USI-EAS376:2:4:1157:401 length=75	2.73	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.152928951409122	concat
SRR172903.982044 USI-EAS376:2:12:595:90 length=75	2.73	1074155	no rank	STREPTOCOCCUS MUTANS TCI 204	0.142995912332	concat
SRR172903.982044 USI-EAS376:2:12:595:90 length=75	2.73	1074102	no rank	STREPTOCOCCUS MUTANS TCI 70	0.142995907529	concat
SRR172903.982044 USI-EAS376:2:12:595:90 length=75	2.73	511691	no rank	STREPTOCOCCUS MUTANS NN2025	0.142958988736	concat
SRR172903.982044 USI-EAS376:2:12:595:90 length=75	2.73	1074095	no rank	STREPTOCOCCUS MUTANS TCI 11	0.142922079158	concat
SRR172903.982044 USI-EAS376:2:12:595:90 length=75	2.73	857127	no rank	STREPTOCOCCUS MUTANS NLML9	0.142885172511	concat
SRR172903.982044 USI-EAS376:2:12:595:90 length=75	2.73	857133	no rank	STREPTOCOCCUS MUTANS M21	0.142713068001	concat
SRR172903.982044 USI-EAS376:2:12:595:90 length=75	2.73	1074092	no rank	STREPTOCOCCUS MUTANS TCI 399	0.142528871733	concat
SRR172903.328100 USI-EAS376:2:4:1122:1733 length=75	3.74	46170	subspecies	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	0.571727304413	concat
SRR172903.328100 USI-EAS376:2:4:1122:1733 length=75	3.74	1280	species	STAPHYLOCOCCUS AUREUS	0.285557217984	concat
SRR172903.328100 USI-EAS376:2:4:1122:1733 length=75	3.74	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.142715477603	concat
SRR172903.682828 USI-EAS376:2:8:1289:1128 length=75	3.74	1074119	no rank	STREPTOCOCCUS MUTANS TCI 123	0.154584672549	concat
SRR172903.682828 USI-EAS376:2:8:1289:1128 length=75	3.74	1074095	no rank	STREPTOCOCCUS MUTANS TCI 11	0.154039827217	concat
SRR172903.682828 USI-EAS376:2:8:1289:1128 length=75	3.74	511691	no rank	STREPTOCOCCUS MUTANS NN2025	0.139355245645	concat
SRR172903.682828 USI-EAS376:2:8:1289:1128 length=75	3.74	857127	no rank	STREPTOCOCCUS MUTANS NLML9	0.138985324014	concat
SRR172903.682828 USI-EAS376:2:8:1289:1128 length=75	3.74	857133	no rank	STREPTOCOCCUS MUTANS M21	0.13812592962	concat
SRR172903.682828 USI-EAS376:2:8:1289:1128 length=75	3.74	1257037	no rank	STREPTOCOCCUS MUTANS 5DC8	0.137698074502	concat
SRR172903.682828 USI-EAS376:2:8:1289:1128 length=75	3.74	1074092	no rank	STREPTOCOCCUS MUTANS TCI 399	0.137210926453	concat
SRR172903.598144 USI-EAS376:2:7:1284:1109 length=75	3.74	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.360592847992252	concat
SRR172903.598144 USI-EAS376:2:7:1284:1109 length=75	3.74	349102	no rank	RHODOBACTER SPHAEROIDES ATCC 17025	0.35734919406725	concat
SRR172903.598144 USI-EAS376:2:7:1284:1109 length=75	3.74	1063	species	RHODOBACTER SPHAEROIDES	0.122709460105086	concat
SRR172903.598144 USI-EAS376:2:7:1284:1109 length=75	3.74	371731	species	RHODOBACTER SP. SW2	0.0367937614897258	concat
SRR172903.598144 USI-EAS376:2:7:1284:1109 length=75	3.74	41292	no rank	UNCLASSIFIED RHIZOBIALES MISCELLANEOUS	0.0215805903213651	concat
SRR172903.598144 USI-EAS376:2:7:1284:1109 length=75	3.74	1384459	species	RHIZOBIALES BACTERIUM GELA4	0.0215805903213651	concat
SRR172903.598144 USI-EAS376:2:7:1284:1109 length=75	3.74	1061	species	RHODOBACTER CAPSULATUS	0.0175543493769623	concat
SRR172903.598144 USI-EAS376:2:7:1284:1109 length=75	3.74	272942	no rank	RHODOBACTER CAPSULATUS SB 1003	0.0175543493769623	concat
SRR172903.598144 USI-EAS376:2:7:1284:1109 length=75	3.74	Unknown	Unknown	Unclassifiable	0.044284856949031	concat
SRR172903.578297 USI-EAS376:2:7:847:1254 length=75	3.71	764298	no rank	STREPTOCOCCUS MACACAE NCTC 11558	0.5	concat
SRR172903.578297 USI-EAS376:2:7:847:1254 length=75	3.71	1339	species	STREPTOCOCCUS MACACAE	0.5	concat
SRR172903.299941 USI-EAS376:2:4:565:1924 length=75	2.73	1309	species	STREPTOCOCCUS MUTANS	1	concat
SRR172903.733381 USI-EAS376:2:9:553:1033 length=75	4.75	470	species	ACINETOBACTER BAUMANNII	0.571641779834	concat
SRR172903.733381 USI-EAS376:2:9:553:1033 length=75	4.75	469	genus	ACINETOBACTER	0.285568761942	concat
SRR172903.733381 USI-EAS376:2:9:553:1033 length=75	4.75	575584	no rank	ACINETOBACTER BAUMANNII ATCC 19606 = CIP 70.34	0.142789458224	concat
SRR172903.470837 USI-EAS376:2:6:436:1373 length=75	1.75	77133	species	UNCULTURED BACTERIUM	0.109394945154109	16s_reps_bac
SRR172903.470837 USI-EAS376:2:6:436:1373 length=75	1.75	Unknown	Unknown	Unclassifiable	0.890605054845891	16s_reps_bac
SRR172903.323624 USI-EAS376:2:4:1034:1550 length=75	2.73	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.367382846533	concat
SRR172903.323624 USI-EAS376:2:4:1034:1550 length=75	2.73	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.365639159286	concat
SRR172903.323624 USI-EAS376:2:4:1034:1550 length=75	2.73	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.266977994181	concat
SRR172903.980121 USI-EAS376:2:12:553:48 length=75	2.73	59201	subspecies	SALMONELLA ENTERICA SUBSP. ENTERICA	0.428281026544572	concat
SRR172903.980121 USI-EAS376:2:12:553:48 length=75	2.73	562	species	ESCHERICHIA COLI	0.285575480066714	concat
SRR172903.980121 USI-EAS376:2:12:553:48 length=75	2.73	439843	no rank	SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR SCHWARZENGRUND STR. CVM19633	0.143108659101857	concat
SRR172903.980121 USI-EAS376:2:12:553:48 length=75	2.73	543	family	ENTEROBACTERIACEAE	0.143034834286857	concat
SRR172903.859713 USI-EAS376:2:10:1449:1798 length=75	2.73	1280	species	STAPHYLOCOCCUS AUREUS	0.1467446084	concat
SRR172903.859713 USI-EAS376:2:10:1449:1798 length=75	2.73	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.142485038529	concat
SRR172903.859713 USI-EAS376:2:10:1449:1798 length=75	2.73	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.142205051055	concat
SRR172903.859713 USI-EAS376:2:10:1449:1798 length=75	2.73	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.142159400058	concat
SRR172903.859713 USI-EAS376:2:10:1449:1798 length=75	2.73	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.142117553631	concat
SRR172903.859713 USI-EAS376:2:10:1449:1798 length=75	2.73	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.142075694649	concat
SRR172903.859713 USI-EAS376:2:10:1449:1798 length=75	2.73	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.071106326839	concat
SRR172903.859713 USI-EAS376:2:10:1449:1798 length=75	2.73	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.071106326839	concat
SRR172903.186123 USI-EAS376:2:3:93:688 length=75	5.70	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.864096473355086	concat
SRR172903.186123 USI-EAS376:2:3:93:688 length=75	5.70	1063	species	RHODOBACTER SPHAEROIDES	0.069849721249907	concat
SRR172903.186123 USI-EAS376:2:3:93:688 length=75	5.70	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.0225258272554023	concat
SRR172903.186123 USI-EAS376:2:3:93:688 length=75	5.70	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.0217919192942022	concat
SRR172903.186123 USI-EAS376:2:3:93:688 length=75	5.70	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.0217360588454022	concat
SRR172903.374585 USI-EAS376:2:5:270:1969 length=75	1.75	857127	no rank	STREPTOCOCCUS MUTANS NLML9	0.143237494125857	concat
SRR172903.374585 USI-EAS376:2:5:270:1969 length=75	1.75	857133	no rank	STREPTOCOCCUS MUTANS M21	0.143020587064857	concat
SRR172903.374585 USI-EAS376:2:5:270:1969 length=75	1.75	1257037	no rank	STREPTOCOCCUS MUTANS 5DC8	0.142912253278857	concat
SRR172903.374585 USI-EAS376:2:5:270:1969 length=75	1.75	1074092	no rank	STREPTOCOCCUS MUTANS TCI 399	0.142788537611857	concat
SRR172903.374585 USI-EAS376:2:5:270:1969 length=75	1.75	857140	no rank	STREPTOCOCCUS MUTANS NVAB	0.142726720308857	concat
SRR172903.374585 USI-EAS376:2:5:270:1969 length=75	1.75	1074176	no rank	STREPTOCOCCUS MUTANS TCI 260	0.142664925666857	concat
SRR172903.374585 USI-EAS376:2:5:270:1969 length=75	1.75	857100	no rank	STREPTOCOCCUS MUTANS M230	0.142649481942857	concat
SRR172903.61480 USI-EAS376:2:1:1215:1515 length=75	2.70	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.143291701681	concat
SRR172903.61480 USI-EAS376:2:1:1215:1515 length=75	2.70	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.142895066738	concat
SRR172903.61480 USI-EAS376:2:1:1215:1515 length=75	2.70	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.142829897634	concat
SRR172903.61480 USI-EAS376:2:1:1215:1515 length=75	2.70	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.142770187752	concat
SRR172903.61480 USI-EAS376:2:1:1215:1515 length=75	2.70	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.142710494156	concat
SRR172903.61480 USI-EAS376:2:1:1215:1515 length=75	2.70	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.142596628414	concat
SRR172903.61480 USI-EAS376:2:1:1215:1515 length=75	2.70	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0714530118125	concat
SRR172903.61480 USI-EAS376:2:1:1215:1515 length=75	2.70	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0714530118125	concat
SRR172903.184339 USI-EAS376:2:3:55:1747 length=75	1.75	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.28777853146	concat
SRR172903.184339 USI-EAS376:2:3:55:1747 length=75	1.75	904336	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU118	0.142678674293	concat
SRR172903.184339 USI-EAS376:2:3:55:1747 length=75	1.75	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.142495244745	concat
SRR172903.184339 USI-EAS376:2:3:55:1747 length=75	1.75	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.142450526822	concat
SRR172903.184339 USI-EAS376:2:3:55:1747 length=75	1.75	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.142302979796	concat
SRR172903.184339 USI-EAS376:2:3:55:1747 length=75	1.75	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.142294042884	concat
SRR172903.742536 USI-EAS376:2:9:739:1649 length=75	2.73	287	species	PSEUDOMONAS AERUGINOSA	0.437735094293438	concat
SRR172903.742536 USI-EAS376:2:9:739:1649 length=75	2.73	286	genus	PSEUDOMONAS	0.146873334115147	concat
SRR172903.742536 USI-EAS376:2:9:739:1649 length=75	2.73	1134459	no rank	PSEUDOMONAS AERUGINOSA PADK2_CF510	0.141987897343142	concat
SRR172903.742536 USI-EAS376:2:9:739:1649 length=75	2.73	1163394	no rank	PSEUDOMONAS AERUGINOSA ATCC 700888	0.137571185563138	concat
SRR172903.742536 USI-EAS376:2:9:739:1649 length=75	2.73	665948	species	PSEUDOMONAS SP. 2_1_26	0.135832488685136	concat
SRR172903.232074 USI-EAS376:2:3:1001:1577 length=75	2.70	1279	genus	STAPHYLOCOCCUS	0.398264436822	concat
SRR172903.232074 USI-EAS376:2:3:1001:1577 length=75	2.70	1234593	species	STAPHYLOCOCCUS SP. E463	0.130948835302	concat
SRR172903.232074 USI-EAS376:2:3:1001:1577 length=75	2.70	29388	species	STAPHYLOCOCCUS CAPITIS	0.122964867251	concat
SRR172903.232074 USI-EAS376:2:3:1001:1577 length=75	2.70	308354	species	STAPHYLOCOCCUS SIMIAE	0.119201383475	concat
SRR172903.232074 USI-EAS376:2:3:1001:1577 length=75	2.70	911238	no rank	STAPHYLOCOCCUS SIMIAE CCM 7213	0.119201383475	concat
SRR172903.232074 USI-EAS376:2:3:1001:1577 length=75	2.70	985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	0.109419093675	concat
SRR172903.305305 USI-EAS376:2:4:671:857 length=75	2.70	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.311264522971689	concat
SRR172903.305305 USI-EAS376:2:4:671:857 length=75	2.70	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.139428915031861	concat
SRR172903.305305 USI-EAS376:2:4:671:857 length=75	2.70	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.138941855968861	concat
SRR172903.305305 USI-EAS376:2:4:671:857 length=75	2.70	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.137346350331863	concat
SRR172903.305305 USI-EAS376:2:4:671:857 length=75	2.70	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.137250232575863	concat
SRR172903.305305 USI-EAS376:2:4:671:857 length=75	2.70	764544	no rank	STAPHYLOCOCCUS EPIDERMIDIS FRI909	0.135768123119864	concat
SRR172903.240241 USI-EAS376:2:3:1159:1591 length=75	1.75	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.145612547584146	concat
SRR172903.240241 USI-EAS376:2:3:1159:1591 length=75	1.75	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.143089405160143	concat
SRR172903.240241 USI-EAS376:2:3:1159:1591 length=75	1.75	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.142680013686143	concat
SRR172903.240241 USI-EAS376:2:3:1159:1591 length=75	1.75	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.142305722994142	concat
SRR172903.240241 USI-EAS376:2:3:1159:1591 length=75	1.75	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.141932346920142	concat
SRR172903.240241 USI-EAS376:2:3:1159:1591 length=75	1.75	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.141222183561141	concat
SRR172903.240241 USI-EAS376:2:3:1159:1591 length=75	1.75	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0715788900470716	concat
SRR172903.240241 USI-EAS376:2:3:1159:1591 length=75	1.75	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0715788900470716	concat
SRR172903.834230 USI-EAS376:2:10:882:870 length=75	4.63	1309	species	STREPTOCOCCUS MUTANS	1	concat
SRR172903.204381 USI-EAS376:2:3:457:1857 length=75	1.72	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.428571377885	concat
SRR172903.204381 USI-EAS376:2:3:457:1857 length=75	1.72	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.142857175474	concat
SRR172903.204381 USI-EAS376:2:3:457:1857 length=75	1.72	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.142857160494	concat
SRR172903.204381 USI-EAS376:2:3:457:1857 length=75	1.72	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.142857149709	concat
SRR172903.204381 USI-EAS376:2:3:457:1857 length=75	1.72	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.142857136438	concat
SRR172903.820061 USI-EAS376:2:10:573:1997 length=75	2.73	1181764	no rank	ESCHERICHIA COLI KTE218	0.143372438777	enolase
SRR172903.820061 USI-EAS376:2:10:573:1997 length=75	2.73	Unknown	Unknown	Unclassifiable	0.856627561223	enolase
SRR172903.894399 USI-EAS376:2:11:411:1274 length=75	2.73	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.428635862385	concat
SRR172903.894399 USI-EAS376:2:11:411:1274 length=75	2.73	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.142854323596	concat
SRR172903.894399 USI-EAS376:2:11:411:1274 length=75	2.73	764544	no rank	STAPHYLOCOCCUS EPIDERMIDIS FRI909	0.142848757465	concat
SRR172903.894399 USI-EAS376:2:11:411:1274 length=75	2.73	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.142831172385	concat
SRR172903.894399 USI-EAS376:2:11:411:1274 length=75	2.73	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.142829884169	concat
SRR172903.311073 USI-EAS376:2:4:786:1060 length=75	2.73	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.291358265701709	concat
SRR172903.311073 USI-EAS376:2:4:786:1060 length=75	2.73	904336	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU118	0.142361562289858	concat
SRR172903.311073 USI-EAS376:2:4:786:1060 length=75	2.73	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.141865521946858	concat
SRR172903.311073 USI-EAS376:2:4:786:1060 length=75	2.73	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.141744778723858	concat
SRR172903.311073 USI-EAS376:2:4:786:1060 length=75	2.73	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.141346972996859	concat
SRR172903.311073 USI-EAS376:2:4:786:1060 length=75	2.73	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.141322898340859	concat
SRR172903.1651 USI-EAS376:2:1:39:1322 length=75	3.74	470	species	ACINETOBACTER BAUMANNII	0.572238705874572	concat
SRR172903.1651 USI-EAS376:2:1:39:1322 length=75	3.74	469	genus	ACINETOBACTER	0.285161398908285	concat
SRR172903.1651 USI-EAS376:2:1:39:1322 length=75	3.74	575584	no rank	ACINETOBACTER BAUMANNII ATCC 19606 = CIP 70.34	0.142599895217143	concat
SRR172903.288581 USI-EAS376:2:4:344:1031 length=75	1.69	857108	no rank	STREPTOCOCCUS MUTANS SM1	0.143691508798856	concat
SRR172903.288581 USI-EAS376:2:4:344:1031 length=75	1.69	857154	no rank	STREPTOCOCCUS MUTANS 1ID3	0.143447373255857	concat
SRR172903.288581 USI-EAS376:2:4:344:1031 length=75	1.69	1074127	no rank	STREPTOCOCCUS MUTANS TCI 151	0.143102227296857	concat
SRR172903.288581 USI-EAS376:2:4:344:1031 length=75	1.69	1155071	no rank	STREPTOCOCCUS MUTANS LJ23	0.142919788391857	concat
SRR172903.288581 USI-EAS376:2:4:344:1031 length=75	1.69	1074175	no rank	STREPTOCOCCUS MUTANS TCI 256	0.142414214573858	concat
SRR172903.288581 USI-EAS376:2:4:344:1031 length=75	1.69	1074119	no rank	STREPTOCOCCUS MUTANS TCI 123	0.142232604812858	concat
SRR172903.288581 USI-EAS376:2:4:344:1031 length=75	1.69	1074155	no rank	STREPTOCOCCUS MUTANS TCI 204	0.142192282869858	concat
SRR172903.555779 USI-EAS376:2:7:385:92 length=75	2.73	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.299186276452701	concat
SRR172903.555779 USI-EAS376:2:7:385:92 length=75	2.73	904336	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU118	0.141791887505858	concat
SRR172903.555779 USI-EAS376:2:7:385:92 length=75	2.73	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.140655006937859	concat
SRR172903.555779 USI-EAS376:2:7:385:92 length=75	2.73	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.14037905521586	concat
SRR172903.555779 USI-EAS376:2:7:385:92 length=75	2.73	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.139417015614861	concat
SRR172903.555779 USI-EAS376:2:7:385:92 length=75	2.73	764544	no rank	STAPHYLOCOCCUS EPIDERMIDIS FRI909	0.138570758272861	concat
SRR172903.407384 USI-EAS376:2:5:929:1544 length=75	3.74	1063	species	RHODOBACTER SPHAEROIDES	0.48881324374256	concat
SRR172903.407384 USI-EAS376:2:5:929:1544 length=75	3.74	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.145050258510869	concat
SRR172903.407384 USI-EAS376:2:5:929:1544 length=75	3.74	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.144971334713869	concat
SRR172903.407384 USI-EAS376:2:5:929:1544 length=75	3.74	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.14473174040687	concat
SRR172903.407384 USI-EAS376:2:5:929:1544 length=75	3.74	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.0764334226258312	concat
SRR172903.379963 USI-EAS376:2:5:377:860 length=75	1.75	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.979029971066697	concat
SRR172903.379963 USI-EAS376:2:5:377:860 length=75	1.75	1063	species	RHODOBACTER SPHAEROIDES	0.0135910494436958	concat
SRR172903.379963 USI-EAS376:2:5:377:860 length=75	1.75	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.00737897948960771	concat
SRR172903.465061 USI-EAS376:2:6:320:189 length=75	3.74	46170	subspecies	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	0.571730002836	concat
SRR172903.465061 USI-EAS376:2:6:320:189 length=75	3.74	1280	species	STAPHYLOCOCCUS AUREUS	0.285552557843	concat
