	##Sequence_ID	Hit_Coordinates	NCBI_Taxon_ID	Taxon_Rank	Taxon_Name	Probability_Mass	Markers_Hit
19675	SRR172903.445179 USI-EAS376:2:5:1690:1486 length=75	1.75	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.14849578781214903	concat
19677	SRR172903.2216 USI-EAS376:2:1:52:533 length=75	1.69	1280	species	STAPHYLOCOCCUS AUREUS	0.256201124238	concat
19678	SRR172903.2216 USI-EAS376:2:1:52:533 length=75	1.69	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.231336981972	concat
19679	SRR172903.2216 USI-EAS376:2:1:52:533 length=75	1.69	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.12809739658299998	concat
19680	SRR172903.491863 USI-EAS376:2:6:857:1938 length=75	1.75	1200349	no rank	CLOSTRIDIUM BEIJERINCKII G117	0.4080345174295	concat
19681	SRR172903.491863 USI-EAS376:2:6:857:1938 length=75	1.75	1520	species	CLOSTRIDIUM BEIJERINCKII	0.4080345174295	concat
19683	SRR172903.858505 USI-EAS376:2:10:1423:1769 length=75	1.75	253161	species	UNCULTURED METHANOBREVIBACTER SP.	0.0849704189621	16s_reps_arc
19685	SRR172903.168662 USI-EAS376:2:2:1525:1087 length=75	2.7	1063	species	RHODOBACTER SPHAEROIDES	0.304274574168	concat
19686	SRR172903.168662 USI-EAS376:2:2:1525:1087 length=75	2.7	349102	no rank	RHODOBACTER SPHAEROIDES ATCC 17025	0.180557102326	concat
19687	SRR172903.168662 USI-EAS376:2:2:1525:1087 length=75	2.7	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.128952729141	concat
19688	SRR172903.168662 USI-EAS376:2:2:1525:1087 length=75	2.7	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.12878510017699998	concat
19689	SRR172903.168662 USI-EAS376:2:2:1525:1087 length=75	2.7	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.12875715108400002	concat
19690	SRR172903.168662 USI-EAS376:2:2:1525:1087 length=75	2.7	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.128673343104	concat
19691	SRR172903.754711 USI-EAS376:2:9:999:549 length=75	3.74	1309	species	STREPTOCOCCUS MUTANS	0.146280236051	concat
19692	SRR172903.754711 USI-EAS376:2:9:999:549 length=75	3.74	1074171	no rank	STREPTOCOCCUS MUTANS TCI 244	0.143884575528	concat
19693	SRR172903.754711 USI-EAS376:2:9:999:549 length=75	3.74	857114	no rank	STREPTOCOCCUS MUTANS NLML1	0.14371247653	concat
19694	SRR172903.754711 USI-EAS376:2:9:999:549 length=75	3.74	857133	no rank	STREPTOCOCCUS MUTANS M21	0.143231667325	concat
19695	SRR172903.754711 USI-EAS376:2:9:999:549 length=75	3.74	1074134	no rank	STREPTOCOCCUS MUTANS TCI 162	0.141155022226	concat
19696	SRR172903.754711 USI-EAS376:2:9:999:549 length=75	3.74	857149	no rank	STREPTOCOCCUS MUTANS 3SN1	0.140918609173	concat
19697	SRR172903.754711 USI-EAS376:2:9:999:549 length=75	3.74	857117	no rank	STREPTOCOCCUS MUTANS ST6	0.140817413167	concat
19698	SRR172903.198848 USI-EAS376:2:3:350:96 length=75	8.73	1063	species	RHODOBACTER SPHAEROIDES	0.42137136041757894	concat
19699	SRR172903.198848 USI-EAS376:2:3:350:96 length=75	8.73	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.155400535845845	concat
19700	SRR172903.198848 USI-EAS376:2:3:350:96 length=75	8.73	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.15520161649084502	concat
19701	SRR172903.198848 USI-EAS376:2:3:350:96 length=75	8.73	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.155166504294845	concat
19702	SRR172903.198848 USI-EAS376:2:3:350:96 length=75	8.73	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.11285998295088699	concat
19703	SRR172903.878655 USI-EAS376:2:11:73:953 length=75	1.75	1341	species	STREPTOCOCCUS RATTI	0.502976522815985	16s_reps_bac
19705	SRR172903.169121 USI-EAS376:2:2:1534:636 length=75	3.74	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.441693611238	concat
19706	SRR172903.169121 USI-EAS376:2:2:1534:636 length=75	3.74	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.14321297919	concat
19707	SRR172903.169121 USI-EAS376:2:2:1534:636 length=75	3.74	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.139578609345	concat
19708	SRR172903.169121 USI-EAS376:2:2:1534:636 length=75	3.74	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.139379472604	concat
19709	SRR172903.169121 USI-EAS376:2:2:1534:636 length=75	3.74	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.13613532762299999	concat
19710	SRR172903.915732 USI-EAS376:2:11:887:1238 length=75	1.75	77133	species	UNCULTURED BACTERIUM	0.7332802705597601	16s_reps_bac
19711	SRR172903.915732 USI-EAS376:2:11:887:1238 length=75	1.75	403944	species	STAPHYLOCOCCUS SP. SK1 1 2	0.0460433762678724	16s_reps_bac
19714	SRR172903.333478 USI-EAS376:2:4:1225:393 length=75	3.74	1280	species	STAPHYLOCOCCUS AUREUS	0.28405474371100004	concat
19715	SRR172903.333478 USI-EAS376:2:4:1225:393 length=75	3.74	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.141120400833	concat
19716	SRR172903.812306 USI-EAS376:2:10:411:1653 length=75	1.75	483214	no rank	METHANOBREVIBACTER SMITHII DSM 2375	0.387859542913	concat
19717	SRR172903.812306 USI-EAS376:2:10:411:1653 length=75	1.75	911126	no rank	METHANOBREVIBACTER SMITHII TS94A	0.35639644041100005	concat
19718	SRR172903.812306 USI-EAS376:2:10:411:1653 length=75	1.75	2173	species	METHANOBREVIBACTER SMITHII	0.255744016676	concat
19719	SRR172903.768370 USI-EAS376:2:9:1284:373 length=75	1.6	985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	0.159649790866	concat
19720	SRR172903.768370 USI-EAS376:2:9:1284:373 length=75	1.6	1280	species	STAPHYLOCOCCUS AUREUS	0.156824968282	concat
19721	SRR172903.768370 USI-EAS376:2:9:1284:373 length=75	1.6	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.137218703055	concat
19722	SRR172903.768370 USI-EAS376:2:9:1284:373 length=75	1.6	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.13664092942199998	concat
19723	SRR172903.768370 USI-EAS376:2:9:1284:373 length=75	1.6	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.13654737973099998	concat
19724	SRR172903.768370 USI-EAS376:2:9:1284:373 length=75	1.6	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.136461670806	concat
19725	SRR172903.768370 USI-EAS376:2:9:1284:373 length=75	1.6	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.06832827891900001	concat
19726	SRR172903.768370 USI-EAS376:2:9:1284:373 length=75	1.6	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.06832827891900001	concat
19727	SRR172903.918774 USI-EAS376:2:11:960:1749 length=75	1.75	77133	species	UNCULTURED BACTERIUM	0.142843866914	16s_reps_bac
19729	SRR172903.686941 USI-EAS376:2:8:1374:288 length=75	1.75	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.144562829916289	concat
19730	SRR172903.686941 USI-EAS376:2:8:1374:288 length=75	1.75	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.143000496775286	concat
19731	SRR172903.686941 USI-EAS376:2:8:1374:288 length=75	1.75	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.14274763173128502	concat
19732	SRR172903.686941 USI-EAS376:2:8:1374:288 length=75	1.75	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.142516211047285	concat
19733	SRR172903.686941 USI-EAS376:2:8:1374:288 length=75	1.75	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.142285132552285	concat
19734	SRR172903.686941 USI-EAS376:2:8:1374:288 length=75	1.75	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.141844991731284	concat
19735	SRR172903.686941 USI-EAS376:2:8:1374:288 length=75	1.75	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.071521353123143	concat
19736	SRR172903.686941 USI-EAS376:2:8:1374:288 length=75	1.75	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.071521353123143	concat
19737	SRR172903.58691 USI-EAS376:2:1:1161:824 length=75	2.67	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.869248732578035	concat
19738	SRR172903.58691 USI-EAS376:2:1:1161:824 length=75	2.67	1063	species	RHODOBACTER SPHAEROIDES	0.118431397860335	concat
19739	SRR172903.58691 USI-EAS376:2:1:1161:824 length=75	2.67	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.0063645034182502605	concat
19740	SRR172903.58691 USI-EAS376:2:1:1161:824 length=75	2.67	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.00595536614338024	concat
19741	SRR172903.878136 USI-EAS376:2:11:60:146 length=75	3.65	1309	species	STREPTOCOCCUS MUTANS	0.144037894008144	concat
19742	SRR172903.878136 USI-EAS376:2:11:60:146 length=75	3.65	1074167	no rank	STREPTOCOCCUS MUTANS TCI 234	0.142945928340143	concat
19743	SRR172903.878136 USI-EAS376:2:11:60:146 length=75	3.65	857100	no rank	STREPTOCOCCUS MUTANS M230	0.142811282356143	concat
19744	SRR172903.878136 USI-EAS376:2:11:60:146 length=75	3.65	1074092	no rank	STREPTOCOCCUS MUTANS TCI 399	0.142711178466143	concat
19745	SRR172903.878136 USI-EAS376:2:11:60:146 length=75	3.65	1257037	no rank	STREPTOCOCCUS MUTANS 5DC8	0.142565323181143	concat
19746	SRR172903.878136 USI-EAS376:2:11:60:146 length=75	3.65	857133	no rank	STREPTOCOCCUS MUTANS M21	0.142548678720143	concat
19747	SRR172903.878136 USI-EAS376:2:11:60:146 length=75	3.65	857127	no rank	STREPTOCOCCUS MUTANS NLML9	0.142379714928142	concat
19748	SRR172903.571099 USI-EAS376:2:7:694:563 length=75	2.73	1074171	no rank	STREPTOCOCCUS MUTANS TCI 244	0.14411038036499998	concat
19749	SRR172903.571099 USI-EAS376:2:7:694:563 length=75	2.73	857146	no rank	STREPTOCOCCUS MUTANS 4VF1	0.14354793379699998	concat
19750	SRR172903.571099 USI-EAS376:2:7:694:563 length=75	2.73	1309	species	STREPTOCOCCUS MUTANS	0.142827940851	concat
19751	SRR172903.571099 USI-EAS376:2:7:694:563 length=75	2.73	857123	no rank	STREPTOCOCCUS MUTANS NV1996	0.142722094493	concat
19752	SRR172903.571099 USI-EAS376:2:7:694:563 length=75	2.73	1074178	no rank	STREPTOCOCCUS MUTANS TCI 267	0.142333616931	concat
19753	SRR172903.571099 USI-EAS376:2:7:694:563 length=75	2.73	1074186	no rank	STREPTOCOCCUS MUTANS TCI 298	0.142240736504	concat
19754	SRR172903.571099 USI-EAS376:2:7:694:563 length=75	2.73	1074126	no rank	STREPTOCOCCUS MUTANS TCI 149	0.142217297059	concat
19755	SRR172903.826439 USI-EAS376:2:10:710:1499 length=75	2.7	1257037	no rank	STREPTOCOCCUS MUTANS 5DC8	0.14301909036	concat
19756	SRR172903.826439 USI-EAS376:2:10:710:1499 length=75	2.7	1074092	no rank	STREPTOCOCCUS MUTANS TCI 399	0.14293508022600002	concat
19757	SRR172903.826439 USI-EAS376:2:10:710:1499 length=75	2.7	857140	no rank	STREPTOCOCCUS MUTANS NVAB	0.14289309377999998	concat
19758	SRR172903.826439 USI-EAS376:2:10:710:1499 length=75	2.7	1074176	no rank	STREPTOCOCCUS MUTANS TCI 260	0.142851116285	concat
19759	SRR172903.826439 USI-EAS376:2:10:710:1499 length=75	2.7	857100	no rank	STREPTOCOCCUS MUTANS M230	0.142840624425	concat
19760	SRR172903.826439 USI-EAS376:2:10:710:1499 length=75	2.7	1074143	no rank	STREPTOCOCCUS MUTANS TCI 176	0.14275670936100002	concat
19761	SRR172903.826439 USI-EAS376:2:10:710:1499 length=75	2.7	1074167	no rank	STREPTOCOCCUS MUTANS TCI 234	0.142704285563	concat
19762	SRR172903.732092 USI-EAS376:2:9:527:34 length=75	3.74	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.42960445114442997	concat
19763	SRR172903.732092 USI-EAS376:2:9:527:34 length=75	3.74	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.142888360860143	concat
19764	SRR172903.732092 USI-EAS376:2:9:527:34 length=75	3.74	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.142600677615143	concat
19765	SRR172903.732092 USI-EAS376:2:9:527:34 length=75	3.74	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.142584717055143	concat
19766	SRR172903.732092 USI-EAS376:2:9:527:34 length=75	3.74	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.142321793325142	concat
19767	SRR172903.154465 USI-EAS376:2:2:1247:1080 length=75	2.61	1309	species	STREPTOCOCCUS MUTANS	1.0	concat
19768	SRR172903.936263 USI-EAS376:2:11:1374:666 length=75	2.73	857146	no rank	STREPTOCOCCUS MUTANS 4VF1	0.143963157003144	concat
19769	SRR172903.936263 USI-EAS376:2:11:1374:666 length=75	2.73	857145	no rank	STREPTOCOCCUS MUTANS 15VF2	0.143368422032143	concat
19770	SRR172903.936263 USI-EAS376:2:11:1374:666 length=75	2.73	1309	species	STREPTOCOCCUS MUTANS	0.14310004890414302	concat
19771	SRR172903.936263 USI-EAS376:2:11:1374:666 length=75	2.73	1074178	no rank	STREPTOCOCCUS MUTANS TCI 267	0.142437779662142	concat
19772	SRR172903.936263 USI-EAS376:2:11:1374:666 length=75	2.73	1074186	no rank	STREPTOCOCCUS MUTANS TCI 298	0.142395611747142	concat
19773	SRR172903.936263 USI-EAS376:2:11:1374:666 length=75	2.73	857150	no rank	STREPTOCOCCUS MUTANS 4SM1	0.142367494090142	concat
19774	SRR172903.936263 USI-EAS376:2:11:1374:666 length=75	2.73	1074126	no rank	STREPTOCOCCUS MUTANS TCI 149	0.142367486561142	concat
19775	SRR172903.59976 USI-EAS376:2:1:1186:800 length=75	2.73	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.291560049429	concat
19776	SRR172903.59976 USI-EAS376:2:1:1186:800 length=75	2.73	904336	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU118	0.14233844136600002	concat
19777	SRR172903.59976 USI-EAS376:2:1:1186:800 length=75	2.73	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.141828903141	concat
19778	SRR172903.59976 USI-EAS376:2:1:1186:800 length=75	2.73	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.14170487313	concat
19779	SRR172903.59976 USI-EAS376:2:1:1186:800 length=75	2.73	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.141296231821	concat
19780	SRR172903.59976 USI-EAS376:2:1:1186:800 length=75	2.73	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.14127150111300002	concat
19781	SRR172903.221199 USI-EAS376:2:3:786:1208 length=75	2.64	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.142954289325143	concat
19782	SRR172903.221199 USI-EAS376:2:3:786:1208 length=75	2.64	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.14292254044014302	concat
19783	SRR172903.221199 USI-EAS376:2:3:786:1208 length=75	2.64	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.142893481688143	concat
19784	SRR172903.221199 USI-EAS376:2:3:786:1208 length=75	2.64	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.142809193928143	concat
19785	SRR172903.221199 USI-EAS376:2:3:786:1208 length=75	2.64	548475	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH70	0.142806566002143	concat
19786	SRR172903.221199 USI-EAS376:2:3:786:1208 length=75	2.64	1280	species	STAPHYLOCOCCUS AUREUS	0.142717712076143	concat
19787	SRR172903.221199 USI-EAS376:2:3:786:1208 length=75	2.64	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0714481082700714	concat
19788	SRR172903.221199 USI-EAS376:2:3:786:1208 length=75	2.64	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0714481082700714	concat
19789	SRR172903.612474 USI-EAS376:2:7:1582:1040 length=75	2.67	318586	no rank	PARACOCCUS DENITRIFICANS PD1222	0.129646764766824	hsp70
19790	SRR172903.612474 USI-EAS376:2:7:1582:1040 length=75	2.67	265	genus	PARACOCCUS	0.129646764766824	hsp70
19791	SRR172903.612474 USI-EAS376:2:7:1582:1040 length=75	2.67	266	species	PARACOCCUS DENITRIFICANS	0.129646764766824	hsp70
19792	SRR172903.612474 USI-EAS376:2:7:1582:1040 length=75	2.67	245186	genus	LOKTANELLA	0.00348352510093577	hsp70
19793	SRR172903.612474 USI-EAS376:2:7:1582:1040 length=75	2.67	278132	species	LOKTANELLA HONGKONGENSIS	0.00348352510093577	hsp70
19794	SRR172903.612474 USI-EAS376:2:7:1582:1040 length=75	2.67	1122180	no rank	LOKTANELLA HONGKONGENSIS DSM 17492	0.00348352510093577	hsp70
19796	SRR172903.393940 USI-EAS376:2:5:656:196 length=75	2.67	1280	species	STAPHYLOCOCCUS AUREUS	0.30145058801030106	concat
19797	SRR172903.393940 USI-EAS376:2:5:656:196 length=75	2.67	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.13998930542014001	concat
19798	SRR172903.393940 USI-EAS376:2:5:656:196 length=75	2.67	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.13966956771914002	concat
19799	SRR172903.393940 USI-EAS376:2:5:656:196 length=75	2.67	548475	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH70	0.13965955275514	concat
19801	SRR172903.393940 USI-EAS376:2:5:656:196 length=75	2.67	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0700881792180701	concat
19802	SRR172903.393940 USI-EAS376:2:5:656:196 length=75	2.67	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0700881792180701	concat
19803	SRR172903.980584 USI-EAS376:2:12:563:895 length=75	1.75	77133	species	UNCULTURED BACTERIUM	0.3261037323376	16s_reps_bac
19804	SRR172903.980584 USI-EAS376:2:12:563:895 length=75	1.75	189668	species	UNCULTURED STAPHYLOCOCCUS SP.	0.32393045921	16s_reps_bac
19806	SRR172903.846587 USI-EAS376:2:10:1162:992 length=75	1.75	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.285423587489	concat
19807	SRR172903.846587 USI-EAS376:2:10:1162:992 length=75	1.75	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.143051584927	concat
19808	SRR172903.846587 USI-EAS376:2:10:1162:992 length=75	1.75	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.14301353882099999	concat
19809	SRR172903.846587 USI-EAS376:2:10:1162:992 length=75	1.75	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.142887842727	concat
19810	SRR172903.846587 USI-EAS376:2:10:1162:992 length=75	1.75	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.142880229329	concat
19811	SRR172903.846587 USI-EAS376:2:10:1162:992 length=75	1.75	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.142743216707	concat
19812	SRR172903.257992 USI-EAS376:2:3:1504:198 length=75	1.72	1063	species	RHODOBACTER SPHAEROIDES	0.401605214098598	concat
19813	SRR172903.257992 USI-EAS376:2:3:1504:198 length=75	1.72	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.14959954954985	concat
19814	SRR172903.257992 USI-EAS376:2:3:1504:198 length=75	1.72	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.14959917664185002	concat
19815	SRR172903.257992 USI-EAS376:2:3:1504:198 length=75	1.72	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.14959805689885	concat
19816	SRR172903.257992 USI-EAS376:2:3:1504:198 length=75	1.72	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.14959800281085	concat
19817	SRR172903.755787 USI-EAS376:2:9:1022:1068 length=75	2.73	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.144820682593	concat
19818	SRR172903.755787 USI-EAS376:2:9:1022:1068 length=75	2.73	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.143021255515	concat
19819	SRR172903.755787 USI-EAS376:2:9:1022:1068 length=75	2.73	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.142730615681	concat
19820	SRR172903.755787 USI-EAS376:2:9:1022:1068 length=75	2.73	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.14246469010600002	concat
19821	SRR172903.755787 USI-EAS376:2:9:1022:1068 length=75	2.73	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.142199225481	concat
19822	SRR172903.755787 USI-EAS376:2:9:1022:1068 length=75	2.73	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.14169375650399998	concat
19823	SRR172903.755787 USI-EAS376:2:9:1022:1068 length=75	2.73	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.07153488706	concat
19824	SRR172903.755787 USI-EAS376:2:9:1022:1068 length=75	2.73	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.07153488706	concat
19825	SRR172903.513882 USI-EAS376:2:6:1311:965 length=75	1.75	1279	genus	STAPHYLOCOCCUS	0.18686188452037397	concat
19826	SRR172903.513882 USI-EAS376:2:6:1311:965 length=75	1.75	985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	0.18063189577136102	concat
19827	SRR172903.513882 USI-EAS376:2:6:1311:965 length=75	1.75	1280	species	STAPHYLOCOCCUS AUREUS	0.17184139452734398	concat
19828	SRR172903.513882 USI-EAS376:2:6:1311:965 length=75	1.75	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.116234855993232	concat
19829	SRR172903.513882 USI-EAS376:2:6:1311:965 length=75	1.75	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.11487098586723	concat
19830	SRR172903.513882 USI-EAS376:2:6:1311:965 length=75	1.75	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.114651191582229	concat
19831	SRR172903.513882 USI-EAS376:2:6:1311:965 length=75	1.75	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0574538958691149	concat
19832	SRR172903.513882 USI-EAS376:2:6:1311:965 length=75	1.75	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0574538958691149	concat
19833	SRR172903.990232 USI-EAS376:2:12:777:1779 length=75	4.69	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.284642087411	concat
19834	SRR172903.990232 USI-EAS376:2:12:777:1779 length=75	4.69	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.143585460578	concat
19835	SRR172903.990232 USI-EAS376:2:12:777:1779 length=75	4.69	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.143441617228	concat
19836	SRR172903.990232 USI-EAS376:2:12:777:1779 length=75	4.69	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.142967762167	concat
19837	SRR172903.990232 USI-EAS376:2:12:777:1779 length=75	4.69	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.142939093629	concat
19838	SRR172903.990232 USI-EAS376:2:12:777:1779 length=75	4.69	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.14242397898700002	concat
19840	SRR172903.13202 USI-EAS376:2:1:274:561 length=75	2.73	1280	species	STAPHYLOCOCCUS AUREUS	0.285592120844	concat
19841	SRR172903.13202 USI-EAS376:2:1:274:561 length=75	2.73	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.142752114363	concat
19842	SRR172903.200927 USI-EAS376:2:3:390:1363 length=75	2.73	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.298700885341	concat
19843	SRR172903.200927 USI-EAS376:2:3:390:1363 length=75	2.73	904336	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU118	0.141840847289	concat
19844	SRR172903.200927 USI-EAS376:2:3:390:1363 length=75	2.73	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.14074047143100002	concat
19845	SRR172903.200927 USI-EAS376:2:3:390:1363 length=75	2.73	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.140473337634	concat
19846	SRR172903.200927 USI-EAS376:2:3:390:1363 length=75	2.73	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.139522060657	concat
19847	SRR172903.200927 USI-EAS376:2:3:390:1363 length=75	2.73	764544	no rank	STAPHYLOCOCCUS EPIDERMIDIS FRI909	0.13872239764799998	concat
19848	SRR172903.290153 USI-EAS376:2:4:374:1894 length=75	3.74	1280	species	STAPHYLOCOCCUS AUREUS	0.386213698935614	concat
19849	SRR172903.290153 USI-EAS376:2:4:374:1894 length=75	3.74	985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	0.228376310186772	concat
19850	SRR172903.290153 USI-EAS376:2:4:374:1894 length=75	3.74	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.129022779049871	concat
